Date,Company,Industry,Subvertical,City,Investors,Round,Amount,Year,Quarter
11/19/2015,AHA Taxis,Online Taxi Rental Platform,Not unknown,Noida,ah! Ventures,Seed Funding,0,2015,4
10/28/2015,ORIGA Leasing,Asset Financing platform,Not unknown,Mumbai,ah! Ventures,Seed Funding,9.46,2015,4
9/30/2015,Eywa Media,Digital Signal processing platform,Not unknown,Bengaluru,ah! Ventures,Seed Funding,8.6,2015,3
8/6/2015,Ketto,Crowd funding platform,Not unknown,Mumbai,ah! Ventures,Seed Funding,6.02,2015,3
8/20/2015,Bluegape,Visual Blogging platform,Not unknown,New Delhi,ah! Ventures,Seed Funding,5.16,2015,3
7/1/2015,iDreamCareer,Ed-Tech Platform,Not unknown,New Delhi,ah! Ventures,Seed Funding,0,2015,3
4/4/2015,Bluegape,Web Content Publishing,Not unknown,Gurugram,ah! Ventures,Seed Funding,1.72,2015,2
4/27/2015,Logic Roots,Interactive Educational Games,Not unknown,Jaipur,Ah! Ventures,Seed Funding,3.44,2015,2
6/4/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,Aijaz Saleem,Seed/ Angel Funding,0,2018,2
7/19/2017,RentMojo,Consumer Internet,Consumer Leasing Platform,Bengaluru,ain Capital Ventures,Private Equity,86,2017,3
8/9/2018,Happy EMI,Fin-Tech,Consumer Financing Platform,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,8.6,2018,3
4/9/2015,Gadgetwood,Device Repair Svcs,Not unknown,New Delhi,Ajai Chowdhry,Seed Funding,1.72,2015,2
4/1/2016,Process 9,Consumer Internet,online translation and transliteration,Gurugram,Ajai Chowdhry,Seed Funding,0,2016,2
8/9/2017,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,Ajay Bhatia,Seed Funding,26.66,2017,3
4/15/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,Ajay Data,Seed Funding,0,2016,2
4/18/2016,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bengaluru,Ajay Data,Seed Funding,0,2016,2
4/21/2016,Yufta,eCommerce,hyperlocal fashion retail platform,Jaipur,Ajay Data,Seed Funding,0,2016,2
9/29/2016,Fastudent,eCommerce,Education eCommerce platform,Noida,Ajay Lakhotia,Seed Funding,0,2016,3
3/14/2016,PinkBlue,ECommerce,Medical Supplies eTailer,Bengaluru,Ajay Modani,Seed Funding,1.92,2016,1
10/28/2016,Pikkol,Logistics,Relocation Service provider,Bengaluru,Ajay Nanavati,Seed Funding,0,2016,4
7/13/2016,Utoo Cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,0,2016,3
5/8/2017,MyGreens,Food & Beverage,Cold-press Juices manufacturer,New Delhi,Ajay Relan,Seed Funding,8.6,2017,2
12/23/2016,LexComply,Consumer Internet,Compliance Management Software,New Delhi,Ajay Relan,Seed Funding,0,2016,4
4/13/2015,Nayi Disha,Ed-Tech,Not unknown,New Delhi,Ajay Relan,Seed Funding,2.58,2015,2
7/2/2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan,Seed/ Angel Funding,8.6,2018,3
3/31/2016,SwitchMe,Consumer Internet,Home Loan Rate comparison platform,Mumbai,Ajay Sarupria,Seed Funding,0,2016,1
9/13/2017,WittyFeed,Technology,Content marketing platform,Indore,Ajeet Khurana,Seed Funding,0,2017,3
8/11/2015,RainCan,Subscription based Online Grocery platform,Not unknown,Pune,Ajeet Khurana,Seed Funding,0.86,2015,3
7/4/2015,StitchWood,Custom Furniture Marketplace,Not unknown,Mumbai,Ajeet Khurana,Seed Funding,3.4,2015,3
12/7/2015,Leaf Wearables,Smart Safety Wearable Devices,Not unknown,New Delhi,Ajeet Khurana,Seed Funding,2.15,2015,4
3/9/2016,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bengaluru,ajesh K Murthy,Seed Funding,21.5,2016,1
4/7/2015,LogiNext,Logistics Tech,Not unknown,Mumbai,Ajit Surana,Seed Funding,0,2015,2
1/17/2017,Ezytruk,Consumer Internet,Logistics and truck aggregator platform,Bengaluru,Ajith Nair,Seed Funding,1.26,2017,1
12/20/2016,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,0,2016,4
12/6/2016,THB,Technology,Clinical research and data analytics,Gurugram,Ajith Sukumaran,Seed Funding,0,2016,4
8/24/2015,BookMeIn,Professional Service Appointment booking service,Not unknown,Mumbai,Ajmera Group of Companies,Seed Funding,3.44,2015,3
11/25/2016,Hubilo,Consumer Internet,End-to-end Event Organizers Solutions,Ahmedabad,Akash Bhavsar,Seed Funding,0,2016,4
5/19/2017,EzCred,Consumer Internet,Consumer Lending Platform,Bengaluru,Akash Garg,Seed Funding,8.6,2017,2
12/6/2018,Shopkirana,B2B,eCommerce,Indore,Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.,Seed Funding,17.2,2018,4
9/22/2016,DailyRounds,Consumer Internet,Mobile App for Doctors,Bengaluru,Akusa Holdings,Private Equity,0,2016,3
2/10/2017,48East,ECommerce,Online Food Delivery Platform,Bengaluru,Al Dhaheri family,Private Equity,4.3,2017,1
2/13/2019,NanoClean Global,Nanotechnology,Anti-Pollution,New Delhi,AL Nour International Holdings and Mark V Investments,Series A,5.16,2019,1
4/22/2018,Visit,Healthcare,AI Driven Health tech Platform,New Delhi,Alagu Periyannan and Karthee Madasamy,Private Equity,0,2018,2
6/21/2017,Mswipe,Technology,Point-of-Sale services,Mumbai,alcon Edge Capital,Private Equity,266.6,2017,2
7/8/2016,PitStop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bengaluru,Alex Chua,Seed Funding,0,2016,3
3/15/2016,WithMe,Consumer Internet,Personalized Fashion App,Gurugram,Alex Kuruvilla,Seed Funding,2.15,2016,1
1/25/2017,LoyaltyPrime,Technology,Loyalty program management solutions,New Delhi,Alexander Bruehl,Private Equity,0,2017,1
1/30/2018,PeeSafe,Healthcare,Hygiene,Gurugram,Alfa Capital,Private Equity,8.6,2018,1
6/12/2017,PeeSafe,Healthcare,Hygiene care product manufacturer,New Delhi,Alfa Capital,Private Equity,8.6,2017,2
2/1/2018,Big Basket,Consumer Internet,Online Grocery & Food Store,Bengaluru,Alibaba,Private Equity,2580,2018,1
3/3/2017,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bengaluru,Alibaba,Private Equity,1720,2017,1
8/1/2015,Snapdeal,Ecommerce Marketplace,Not unknown,New Delhi,Alibaba,Private Equity,4300,2015,3
9/29/2015,Paytm,E-Commerce & M-Commerce platform,Not unknown,New Delhi,Alibaba,Private Equity,5848,2015,3
1/9/2017,TicketNew,Consumer Internet,Movie Ticket Booking platform,Chennai,Alibaba,Private Equity,301,2017,1
7/25/2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,Allcargo Logistics,Private Equity,146.2,2018,3
12/17/2015,Springboard,Data Science & UX design Learning platform,Not unknown,Bengaluru,Allen Blue,Seed Funding,14.62,2015,4
10/21/2015,MealHopper,Home Made Food Marketplace,Not unknown,Gurugram,Alok Bajpai,Seed Funding,0.86,2015,4
6/4/2018,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,Alok Divatia,Seed/ Angel Funding,0,2018,2
4/29/2015,Dazo,Mobile Food Ordering app,Not unknown,Bengaluru,Alok Goel,Seed Funding,0,2015,2
11/6/2017,Leverage Edu,ECommerce,Online platform for Higher Education Services,New Delhi,Alok Mittal,Seed Funding,0,2017,4
9/8/2017,Farmizen,Technology,Agre-Tech Mobile app,Bengaluru,Alok Mittal,Seed Funding,0,2017,3
3/22/2016,LifCare,Consumer Internet,Online Pharmacy portal,Jaipur,Alok Mittal,Seed Funding,0,2016,1
3/30/2016,TouchKin,Healthcare,Predictive Healthcare platform,Bengaluru,Alok Mittal,Seed Funding,3.44,2016,1
11/30/2015,Baxi,Two-Wheeler Taxi Service,Not unknown,Gurugram,Alok Mittal,Seed Funding,12.47,2015,4
8/3/2015,Cuelearn,Tech-enabled learning,Not unknown,New Delhi,Alok Mittal,Seed Funding,0,2015,3
8/3/2015,Jusride,Self Driven Car rental,Not unknown,Mumbai,Alok Mittal,Seed Funding,0,2015,3
1/25/2017,Wishberry,Consumer Internet,Crowdfunding Platform,Mumbai,Alok Mittal,Seed Funding,0,2017,1
4/25/2018,Trip shelf,Consumer Internet,Online Travel Marketplace,New Delhi,Alok Mittal,Seed / Angel Funding,2.12,2018,2
2/12/2016,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,Alok Rawat,Seed Funding,8.6,2016,1
4/1/2016,Process 9,Consumer Internet,online translation and transliteration,Gurugram,Alok Sharma,Seed Funding,0,2016,2
11/15/2017,Reniso,Technology,End-to-End property management for landlords living away,New Delhi,Alok Srivastava,Seed Funding,0,2017,4
9/10/2015,OnlineTyari,Multilingual Test Preparation Platform,Not unknown,Gurugram,Aloke Bajpai,Private Equity,6.62,2015,3
6/12/2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,127.28,2018,2
1/20/2016,Just Buy Live,ECommerce,B2B Marketplace for Distributors,Mumbai,Alpha Capital,Private Equity,172,2016,1
6/16/2017,PortDesk,Technology,Maritime Solutions,Noida,Alphard Maritime Group,Seed Funding,17.2,2017,2
6/8/2019,Vogo,Transportation,Dockless Scooter Rental Company,Bengaluru,Alteria Capital,Debt Funding,30.82,2019,2
8/20/2018,Raw Pressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,41.28,2018,3
3/19/2018,Fingerlix,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,11.27,2018,1
11/20/2019,Clumio,SaaS,Recovery software,India,Altimeter Capital,Series C,1161,2019,4
10/2/2019,Udaan,B2B,Business development,Bengaluru,Altimeter Capital,Series D,5031,2019,4
3/13/2018,Pine Labs,Technology,Digital Payment Platform,Mumbai,Altimeter Capital,Private Equity,705.2,2018,1
8/6/2015,Practo,Doctor Appointment booking app,Not unknown,Bengaluru,Altimeter Capital,Private Equity,774,2015,3
6/27/2017,Stashfin,Consumer Internet,Personal Finance App,New Delhi,Alto Partners,Private Equity,43,2017,2
3/9/2016,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,0,2016,1
1/18/2017,Kratikal,Technology,Cyber Security Solution provider,New Delhi,Amajit Gupta,Seed Funding,0,2017,1
9/22/2015,The Man Company,Content-based Subscription eCommerce platform,Not unknown,New Delhi,Amanpreet Bajaj,Seed Funding,0,2015,3
6/22/2017,Explore Life traveling,Consumer Internet,Local homes booking platform,Bengaluru,Amar Arsikere,Seed Funding,4.3,2017,2
7/8/2015,Axtria,Big Data & Analytics platform,Not unknown,India,Amarpreet Sawhney,Private Equity,258,2015,3
7/18/2017,Ambee,Consumer Internet,Ambulance Aggregation Services,Hyderabad,Amaya Capital LLP,Seed Funding,0,2017,3
5/27/2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,Amazon,Seed/ Angel Funding,103.2,2018,2
4/23/2018,Capital Float,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,189.2,2018,2
12/16/2015,Housejoy,Home services marketplace,Not unknown,Bengaluru,Amazon,Private Equity,193.5,2015,4
7/2/2015,Bank Bazaar,Online Financial Services,Not unknown,Chennai,Amazon,Private Equity,516,2015,3
7/30/2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon,Private Equity,94.6,2018,3
5/29/2018,Tone Tag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon,Private Equity,68.8,2018,2
1/10/2018,Appario Retail Pvt Ltd.,E-commerce,Retail,New Delhi,Amazon,Private Equity,162.02,2018,1
12/21/2017,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,Ambarish Gupta,Seed/Angel Funding,1.29,2017,4
9/15/2016,infeedo,Consumer Internet,Employee engagement platform,Gurugram,Ambarish Gupta,Seed Funding,1.72,2016,3
7/30/2015,Noodle Play,Chinese food delivery,Not unknown,Mumbai,Ambarish Ray,Seed Funding,1.44,2015,3
1/20/2016,Saral Designs,Healthcare,Women Hygiene Product Manufacturer,Mumbai,Ambi Parameswaran,Seed Funding,0,2016,1
1/14/2016,Zapr,Technology,TV to Mobile audience Platform,Gurugram,Ambiga Dhiraj,Seed Funding,0,2016,1
8/30/2016,Prime Focus Technologies,Technology,Hybrid Cloud technology enabled Media ERP platform,Mumbai,Ambit Pragma,Private Equity,0,2016,3
11/4/2016,Corseco,Technology,AI-based Software as a Service Solution provider,New Delhi,Ameera Shah,Seed Funding,1.29,2016,4
11/22/2016,Awesummly,Consumer Internet,Short News Mobile App,Bengaluru,Ameera Shah,Seed Funding,1.26,2016,4
9/15/2016,infeedo,Consumer Internet,Employee engagement platform,Gurugram,Ameera Shah,Seed Funding,1.72,2016,3
7/28/2017,Jhakaas,Consumer Internet,App-based Aggregator of Offline Businesses,Mumbai,Amen Dhyllon,Seed Funding,0,2017,3
2/9/2017,Wooplr,ECommerce,Women Fashion Portal,Bengaluru,Amereus Group,Private Equity,68.8,2017,1
4/8/2015,MobiKwik,Digital / Mobile Wallet,Not unknown,Gurugram,American Express Ventures,Private Equity,215,2015,2
12/1/2016,IndiaLends,Consumer Internet,Online Instant personal Loan provider,New Delhi,American Express Ventures,Private Equity,34.4,2016,4
10/3/2016,HelpChat,Consumer Internet,AI Powered Content & Commerce platform,Bengaluru,American Express Ventures,Private Equity,0,2016,4
10/16/2017,RenewBuy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,79.12,2017,4
4/29/2015,Dazo,Mobile Food Ordering app,Not unknown,Bengaluru,Amit Agrawal,Seed Funding,0,2015,2
6/10/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurugram,Amit Banati,Seed Funding,0,2016,2
6/27/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,Amit Banka,Seed Funding,0,2016,2
4/7/2015,PressPlay TV,Travel Entertainment,Not unknown,New Delhi,Amit Bhatiani,Seed Funding,18.92,2015,2
3/19/2018,Zappfresh,Food & Beverages,Online Raw Meat E-tailer,Gurugram,Amit Burman,Seed / Angel Funding,25.8,2018,1
9/1/2016,Lucideus,Technology,IT Risk Assessment and Digital Security Services provider.,New Delhi,Amit Choudhary,Seed Funding,0,2016,3
3/9/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,Amit Choudhary,Seed Funding,0,2016,1
10/21/2015,MealHopper,Home Made Food Marketplace,Not unknown,Gurugram,Amit Dey,Seed Funding,0.86,2015,4
3/7/2016,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengaluru,Amit Gupta,Seed Funding,0,2016,1
3/30/2016,TouchKin,Healthcare,Predictive Healthcare platform,Bengaluru,Amit Gupta,Seed Funding,3.44,2016,1
1/5/2016,MyChild App,Education,Child Disorder Information & Education,Bhopal,Amit Gupta,Seed Funding,0.86,2016,1
1/28/2016,Truce,FMCG,Vegetables & Fruits Supply Chain,Mumbai,Amit Gupta,Seed Funding,3.18,2016,1
11/2/2015,Twigly,Online Food Ordering & Delivery platform,Not unknown,Gurugram,Amit Gupta,Seed Funding,1.72,2015,4
9/30/2015,FirstTouch,Local Mobile OS,Not unknown,Gurugram,Amit Gupta,Seed Funding,0,2015,3
6/18/2015,HealthifyMe,Health & Fitness App,Not unknown,Bengaluru,Amit Gupta,Private Equity,0,2015,2
6/29/2015,Zimmber,Hyperlocal Handyman Services,Not unknown,Mumbai,Amit Gupta,Seed Funding,3.44,2015,2
5/4/2015,Applicate,Workforce Management Software,Not unknown,Bengaluru,Amit Gupta,Seed Funding,4.73,2015,2
1/6/2016,Zebpay,Consumer Internet,Bitcoin Buying & Selling Mobile App,Ahmedabad,Amit Jindal,Private Equity,8.6,2016,1
3/3/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,Amit Khanna,Private Equity,8.6,2016,1
6/17/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,Amit Khanna,Seed Funding,0,2016,2
3/27/2017,Sport Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,Amit Kharbanda,Seed Funding,0,2017,1
10/3/2017,ChqBook,Consumer Internet,Home Loans Aggregation platform,Gurugram,Amit Manocha,Seed Funding,0,2017,4
2/27/2018,Trilyo,Technology,AI platform for hospitality industry,Mumbai,Amit Manocha,Seed / Angel Funding,2.15,2018,1
9/10/2016,Poshtic,Consumer Internet,Online health & Wellness platform,Noida,Amit Nagar,Seed Funding,3.87,2016,3
3/3/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,Amit Nanavati,Private Equity,8.6,2016,1
11/27/2017,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/Angel Funding,0.34,2017,4
1/30/2016,FindUrClass,Consumer Internet,Hobby & Activity Class Aggregator,Mumbai,Amit Patni,Seed Funding,0,2016,1
6/23/2015,EduKart,Online education marketplace,Not unknown,New Delhi,Amit Patni,Private Equity,8.6,2015,2
4/9/2018,Elemential,Technology,Blockchain Platform,Mumbai,Amit Ranjan,Seed / Angel Funding,0,2018,2
5/10/2017,Lucideus,Technology,Cyber Security Startup,New Delhi,Amit Ranjan,Seed Funding,0,2017,2
10/9/2015,Inayo,on-demand healthcare marketplace,Not unknown,Mumbai,Amit Ranjan,Seed Funding,2.58,2015,4
8/13/2015,etaout,Ecommerce Marketing Software Platform,Not unknown,Noida,Amit Ranjan,Seed Funding,4.3,2015,3
6/3/2015,MyPoolin,P2P Payments platform,Not unknown,New Delhi,Amit Ranjan,Seed Funding,0,2015,2
4/6/2015,InstaLively,Video Streaming,Not unknown,New Delhi,Amit Ranjan,Seed Funding,1.03,2015,2
8/21/2015,ePoise,Job Search Platform,Not unknown,Bengaluru,Amit Ranjan,Seed Funding,4.3,2015,3
6/8/2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bengaluru,Amit Rathore,Seed Funding,0,2016,2
2/17/2016,Notary Mama,Consumer Internet,On-demand Legal documentation and registration service,Bengaluru,Amit Sandill,Seed Funding,0,2016,1
7/13/2018,MEngage,Healthcare,A Doctor-Patient Engagement Platform,Jaipur,Amit Singal,Seed/ Angel Funding,1.5,2018,3
10/29/2015,ZopHop,Public Commute helper App,Not unknown,Mumbai,Amit Singhal,Seed Funding,3.87,2015,4
3/27/2018,DriveU,Technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal,Private Equity,25.8,2018,1
6/8/2017,Stockal,Consumer Internet,App-based Investment advisory Services,Bengaluru,Amit Sinha,Seed Funding,3.01,2017,2
4/7/2015,Pricejugaad,Price Comparison,Not unknown,Hyderabad,Amit Tyagi,Seed Funding,1.42,2015,2
10/16/2015,Homers.in,Home rental platform,Not unknown,Gurugram,Amitpal Bhutani,Seed Funding,0,2015,4
9/27/2017,PitStop,Consumer Internet,Car repair and Servicing Platform,Bengaluru,Amiya Pathak,Private Equity,8.6,2017,3
1/14/2016,Snapshopr,Consumer Internet,Visual Search & Image Recognition Platform,Bengaluru,Amod Malviya,Seed Funding,0,2016,1
11/19/2019,Digital Mall Asia,E-Commerce,Virtual e-commerce platform,New Delhi,Amour Infrastructure,Seed Funding,1892,2019,4
6/5/2018,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,Amrendra Reddy and Manish Satnaliwala.,Seed/ Angel Funding,0,2018,2
12/11/2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Not unknown,Mumbai,Amrish Kumar,Seed Funding,8.6,2015,4
4/9/2018,Elemential,Technology,Blockchain Platform,Mumbai,Amrish Rau,Seed / Angel Funding,0,2018,2
11/23/2018,Signzy,Financial Tech,Digital Onboarding Solution,Bengaluru,Amrish Rau ,Series A,29.24,2018,4
9/13/2017,WittyFeed,Technology,Content marketing platform,Indore,Anand Chandrasekaran,Seed Funding,0,2017,3
5/9/2017,Uncanny Vision,Technology,Computer Vision on Embedded Systems,Bengaluru,Anand Chandrasekaran,Seed Funding,0,2017,2
2/15/2017,Innov8,Consumer Internet,Co-Working Space Platform,New Delhi,Anand Chandrasekaran,Seed Funding,0,2017,1
1/3/2017,GoFynd,ecommerce,Fashion ecommerce portal,Mumbai,Anand Chandrasekaran,Seed Funding,0,2017,1
12/14/2016,MoEngage,Technology,User analytics and engagement platform,Bengaluru,Anand Chandrasekaran,Seed Funding,0,2016,4
